"Name","Average.User.Rating","User.Rating.Count","Price","Developer","Age.Rating","Languages","Size","Primary.Genre","Genres"
"1814","Samurai Defender",4.5,1251,0,"Link Kit Co., Ltd.","9+","EN, FR, DE, IT, JA, ES, ZH",172523520,"Games","Games, Strategy, Action, Entertainment"
"1815","The Towers of Hanoi - Lite",4.06090464224309,3306.53127893136,0,"Nicolas Schwarz","4+","EN, DE",15709184,"Games","Games, Strategy, Puzzle, Entertainment"
"1816","Diamonds Mania 2",4,40,0,"Allwomenstalk","4+","EN",41230336,"Games","Games, Entertainment, Strategy, Puzzle"
"1817","Diamonds Mania 2",4,40,0,"Allwomenstalk","4+","EN",41230336,"Games","Games, Entertainment, Strategy, Puzzle"
"1818","Nuclear War Extreme",2.5,19,0,"Redswarm","9+","EN",17115059,"Games","Games, Strategy, Entertainment, Casual"
"1819","Bubble Piles",3,6,0,"Sawasaki Tech","4+","EN",9261056,"Games","Games, Strategy, Family, Entertainment"
"1820","Block Fortress",4.5,16629,1.99,"Foursaken Media","12+","EN",356280320,"Games","Games, Entertainment, Strategy, Action"
"1821","EnergiaDots",4.06090464224309,3306.53127893136,0.99,"GEORGIOS MOURAFETIS","4+","EN",37127168,"Games","Games, Puzzle, Strategy"
"1822","Little Alchemist",4.5,14742,0,"Kongregate","9+","EN",86545408,"Games","Games, Role Playing, Entertainment, Strategy"
"1823","Jewel Pops! - Free jewel popping strategy game",4.5,10,0,"John Rouda","4+","EN",84172800,"Games","Games, Entertainment, Puzzle, Strategy"
"1824","Total Defense - Great TD in Stunning 3D",4.5,409,0,"SMS Services O.o.o.","12+","EN",60297206,"Games","Games, Strategy, Entertainment, Action"
"1825","Fighter 3D Lite - Air Combat",4,122,0,"Luis Evaristo Rodriguez Campos","12+","CA, NL, EN, FR, DE, IT, PT, ES, SV",35686400,"Games","Games, Strategy, Simulation"
"1826","Checkers (Draughts)",4.06090464224309,3306.53127893136,0,"Emre Soyyigit","4+","EN, TR",23797760,"Games","Games, Education, Board, Strategy"
"1827","Checkers (Draughts)",4.06090464224309,3306.53127893136,0,"Emre Soyyigit","4+","EN, TR",23797760,"Games","Games, Education, Board, Strategy"
"1828","One Bad Apple Free",4.06090464224309,3306.53127893136,0,"Michele Ballard","4+","EN",50426001,"Games","Games, Adventure, Entertainment, Strategy"
"1829","Lies Of Astaroth",4.5,3926,0,"iFree Studio Limited","9+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",232636416,"Games","Games, Card, Strategy"
"1830","Melt-down",2,5,0,"MetaOption LLC","4+","EN",20213918,"Games","Games, Strategy, Entertainment, Puzzle"
"1831","Aaargh! Santa vs Zombie Pirates",3.5,12,0,"Cool Game Arcade : Fun Action Strategy, Sim and Puzzle Apps","9+","EN",49856438,"Games","Games, Strategy, Action"
"1832","Iron Hero: Collision",4,21,0,"IronHero","9+","EN",157490176,"Games","Games, Strategy, Action"
"1833","Restaurant Mania",4.5,176,0,"ZHANG HUIMEI","4+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",22224896,"Games","Games, Strategy, Family, Education"
"1834","Four Connect: Four In A Row",4.06090464224309,3306.53127893136,0,"Matthew Raftery","4+","CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",33965056,"Games","Games, Strategy, Puzzle"
"1835","XBOXES Pro",4.06090464224309,3306.53127893136,0,"Abhishek Malpani","4+","EN",44995761,"Games","Games, Puzzle, Strategy"
"1836","Bubble Crackle - Pop and Blast",4.5,738,0,"Christopher Legare Roussel","4+","EN, FR, DE, IT, PT, ES",41210880,"Games","Games, Board, Strategy, Entertainment"
"1837","Connect6 Free HD",4,43,0,"Fino Soft Inc.","4+","EN, ZH",20399008,"Games","Games, Board, Strategy"
"1838","Runes of Avalon HD",4.5,765,0,"Anawiki Games","4+","EN",86895616,"Games","Games, Puzzle, Strategy, Entertainment"
"1839","Crush The Bugs HD",4.06090464224309,3306.53127893136,0,"Revolution Games, Inc.","4+","EN",72646656,"Games","Games, Entertainment, Strategy"
"1840","Fleet Combat",4.5,112,0,"Triad Gene Software Co.,Ltd.","9+","EN, JA, ZH, ZH",80496640,"Games","Games, Action, Entertainment, Strategy"
"1841","Fury of the Gods",4.5,1563,0,"Spectral Games S.A.","12+","EN",691888128,"Games","Games, Entertainment, Action, Strategy"
"1842","Toy Wars: Story of Heroes- Army Games for Children",4,312,0,"Mother Gaia Studio","12+","EN",151030784,"Games","Games, Strategy, Entertainment, Adventure"
"1843","Stick Blender Free",4.5,7319,0,"Effing Games","12+","EN",297984000,"Games","Games, Strategy, Entertainment, Role Playing"
"1844","Three Kingdoms Global",4.5,31,0,"manastone inc.","4+","AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",39871488,"Games","Games, Social Networking, Simulation, Strategy"
"1845","SAS: Zombie Assault TD HD",4.5,730,0,"Ninja Kiwi","12+","EN",101850405,"Games","Games, Strategy, Entertainment, Action"
"1846","Nanomites\u2122",5,6,0,"3D Avenue","4+","EN",229386240,"Games","Games, Casual, Strategy"
"1847","Castle Champions",4.5,1175,0,"Gamenauts","9+","EN",47297782,"Games","Games, Role Playing, Strategy"
"1848","CrazyBall  Match 5 - HaFun",3.5,14,0,"Scott Chen","4+","EN",42947584,"Games","Games, Entertainment, Strategy, Puzzle"
"1849","Dodge Ball : Simple Fun Free Puzzle Game",3,19,0,"Landon Beaver","4+","EN",10128319,"Entertainment","Entertainment, Strategy, Puzzle, Games"
"1850","Space War TD",4.5,4883,0,"POLYCUBE Inc.","9+","EN, JA, KO",49287168,"Games","Games, Strategy, Entertainment, Action"
"1851","Dragon Tear (RPG)",4.5,2189,0,"playmage","4+","EN, ZH",147874816,"Games","Games, Role Playing, Entertainment, Strategy"
"1852","EncephalApp - Stroop Test",4.06090464224309,3306.53127893136,0,"Jasmohan Bajaj","4+","AR, CS, DA, EN, FR, DE, ID, IT, PL, PT, RO, ZH, SK, ES, TA, TH",24125440,"Games","Games, Puzzle, Strategy"
"1853","HexSaw - Kittens",4.06090464224309,3306.53127893136,1.99,"GabySoft","4+","EN",14548992,"Games","Games, Entertainment, Strategy, Puzzle"
"1854","HexSaw - Zoo",4.5,37,0,"GabySoft","4+","EN",11790900,"Games","Games, Entertainment, Strategy, Puzzle"
"1855","Guardian Sword",4.5,328,0,"Picsoft Studio","9+","EN",150640640,"Games","Games, Strategy, Role Playing"
"1856","Ikariam Mobile",2.5,263,0,"Gameforge 4D GmbH","4+","EN, DE, SE, ES",60013568,"Games","Games, Strategy, Simulation"
"1857","Animal Vs Zombies",4,37,0,"Xu Wang","9+","CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",40044544,"Games","Games, Entertainment, Casual, Strategy"
"1858","Living Dead Pixels",4.06090464224309,3306.53127893136,0,"les \xe9ditions volumiques","17+","EN, FR",104089600,"Games","Games, Books, Strategy, Adventure"
"1859","LifePoint Tracker",5,8,0,"Greg Smith","4+","EN",30577664,"Entertainment","Entertainment, Card, Strategy, Games"
"1860","Mushroom Wars",4.5,5016,0,"Zillion Whales","4+","EN, FR, DE, PT, RU, ES, TR",190726144,"Games","Games, Entertainment, Casual, Strategy"
"1861","Tic Tac Toe - Free",4.5,7,0,"LazyBeez","4+","EN",18612224,"Games","Games, Board, Entertainment, Strategy"
"1862","Little Wars \u2014 Conquer Game",3,27,0,"HUANG ZHIQIANG","4+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",46151680,"Games","Games, Strategy, Board, Education"
"1863","Four in row",4.06090464224309,3306.53127893136,0,"Emre Soyyigit","4+","AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, VI",46100480,"Games","Games, Education, Board, Strategy"
"1864","Goblin bridge is falling down",4.06090464224309,3306.53127893136,2.99,"Waterpower Technology","4+","EN",68613120,"Games","Games, Entertainment, Simulation, Strategy"
"1865","Bees Gone Bonkers Full",4.5,13,3.99,"Byte-Pronto Games","4+","EN, FR, DE, IT, PT, RU, ES",26508288,"Games","Games, Strategy, Puzzle"
"1866","Hot Dog Stand",2.5,50,0,"mekalabo, Inc.","4+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",16814965,"Games","Games, Casual, Entertainment, Strategy"
"1867","HexSaw - Faces",4.06090464224309,3306.53127893136,1.99,"GabySoft","4+","EN",14958592,"Games","Games, Puzzle, Strategy, Entertainment"
"1868","MechCom - 3D RTS",4.5,539,0.99,"Game Dev Team","9+","EN",119988224,"Games","Games, Strategy, Simulation"
"1869","Stellar Wars",4.5,1121,0.99,"Liv Games","9+","EN, FR, DE, JA, ZH, ES",254496768,"Games","Games, Role Playing, Strategy"
"1870","Duprix",4.5,16,0,"Digital Brainwash","4+","EN",13180928,"Games","Games, Education, Puzzle, Strategy"
"1871","Chopsticks\u2022",4.06090464224309,3306.53127893136,0,"Matthew DeCoste","4+","EN",7037445,"Games","Games, Strategy, Board"
"1872","Stock Master: realtime stocks",4.5,46740,0,"Astontek Inc","4+","EN",132970496,"Finance","Finance, Simulation, Strategy, Games"
"1873","FlipPix Jigsaw - China",5,5,1.99,"GabySoft","4+","EN",45173760,"Games","Games, Strategy, Entertainment, Puzzle"
"1874","VPET Gen2",4.5,330,1.99,"Dzianis Azarenka","4+","DA, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH",22546432,"Games","Games, Strategy, Simulation, Entertainment"
"1875","Bubble Blast Boxes",4.5,147,0,"Magma Mobile","4+","CS, DA, NL, EN, FI, FR, DE, EL, HI, HU, ID, IT, JA, KO, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR",20715520,"Games","Games, Puzzle, Entertainment, Strategy"
"1876","99 Bouncy Balls, Match 3",4,56,0,"Snow Storm Software","4+","EN",20618240,"Games","Games, Simulation, Entertainment, Strategy"
"1877","Book Towers - Brain Teaser Math & Logic Tower Puzzle",4.5,298,0,"Tapps Tecnologia da Informa\xe7\xe3o Ltda.","4+","EN",44294144,"Games","Games, Strategy, Entertainment, Puzzle"
"1878","Army of Goddess Defense",3.5,36,0,"Tang Cho man","9+","EN, JA, ZH, ZH",27804672,"Games","Games, Action, Social Networking, Strategy"
"1879","Edge Jump",4.06090464224309,3306.53127893136,0.99,"David Rosemond","4+","EN",40422400,"Entertainment","Entertainment, Strategy, Games, Action"
"1880","ChessEssentials",3,13,0,"Valer Eugen Demian","4+","EN",73306112,"Games","Games, Education, Strategy, Board"
"1881","Tanuu Wars",4.06090464224309,3306.53127893136,0.99,"Tetsuyoshi Morikawa","9+","EN, JA",86491136,"Games","Games, Strategy"
"1882","Jumping Dr. Tap: Super Retro World of Zombies - Free Game Edition",3.5,59,0,"Daria Antipina","4+","EN",40513536,"Games","Games, Sports, Simulation, Strategy"
"1883","HexSaw - Sunsets",4.06090464224309,3306.53127893136,1.99,"GabySoft","4+","EN",13877248,"Games","Games, Strategy, Puzzle, Entertainment"
"1884","Pygmy Run",4,33,0,"Burletech","9+","EN",33293248,"Games","Games, Action, Strategy"
"1885","Megapolis HD: city tycoon sim",4.5,16542,0,"Social Quantum","4+","ZH, EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH, TR",256734208,"Games","Games, Strategy, Simulation, Entertainment"
"1886","Daddy Dino Rocks",4.06090464224309,3306.53127893136,0,"Andriy Pertsov","4+","NL, EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, SV, UK",67960832,"Games","Games, Puzzle, Entertainment, Strategy"
"1887","Bechained PRO !",4.5,41,1.99,"Developpement Logiciels XenyGames Inc.","9+","EN",43689984,"Games","Games, Strategy, Puzzle"
"1888","Call of Defense TD",4.06090464224309,3306.53127893136,0,"Tony Studio","9+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",107855872,"Games","Games, Role Playing, Strategy"
"1889","TD Ninja birds Defense",4.06090464224309,3306.53127893136,0,"Easymobi","4+","EN, JA, ZH",75050689,"Games","Games, Strategy, Board, Entertainment"
"1890","Landrule Strategy of War",3,86,0,"Pixamark, LLC","4+","EN",91748352,"Games","Games, Entertainment, Strategy, Board"
"1891","Shopping Cart Defense",4.5,29,1.99,"MonkeyWantBanana","9+","EN",9283584,"Games","Games, Strategy, Action"
"1892","Snow White Cafe",3.5,146,0,"iCandy Digital","4+","EN",19980366,"Games","Games, Strategy, Entertainment, Music"
"1893","Twisted Tic-Tac-Toe",5,5,0,"Ricky Hogan","4+","EN",13836288,"Games","Games, Board, Strategy"
"1894","Jezzball",4,98,0.99,"GearSprout","4+","EN",6413312,"Games","Games, Strategy, Entertainment, Puzzle"
"1895","Asteroid Impact",4.06090464224309,3306.53127893136,0,"Brandon Stecklein","9+","EN",42304512,"Games","Games, Strategy, Casual"
"1896","Battle Cards",3,9,0,"3way Interactive","12+","EN, RU",47628288,"Games","Games, Strategy, Action"
"1897","HexLogic - Undersea",5,5,1.99,"GabySoft","4+","EN",35863552,"Games","Games, Strategy, Entertainment, Puzzle"
"1898","Four In A Row \u25ce",4,31,0,"TapMedia Ltd","4+","EN",23441408,"Games","Games, Puzzle, Strategy, Entertainment"
"1899","Calculator for Axis&Allies\xae",4.5,8,0.99,"Justin Wells-Morgan","4+","EN",2204672,"Games","Games, Entertainment, Board, Strategy"
"1900","Ugly Animals HD",3.5,48,0,"cerasus.media","4+","EN, FR, DE, IT, ES",56631683,"Games","Games, Strategy, Puzzle, Entertainment"
"1901","Spellchain",3.5,18,0,"Twofish Kft.","12+","EN",120900608,"Games","Games, Entertainment, Card, Strategy"
"1902","Spider Solitaire X!",4.5,593,0,"TAO WAN","4+","EN, ZH",62501888,"Games","Games, Strategy, Card, Entertainment"
"1903","Chameleon Care",4,311,0,"Rigil","4+","EN",34189312,"Games","Games, Entertainment, Strategy, Role Playing"
"1904","Greek Divinity Saga",4.5,39,0,"ICANDY GAMES LTD","9+","EN, ZH, ZH",71217711,"Games","Games, Adventure, Entertainment, Strategy"
"1905","Cat War2",4.5,2429,0,"WestRiver","4+","EN, JA, KO",33049749,"Games","Games, Entertainment, Action, Strategy"
"1906","Next Chess Move",5,52,2.99,"Next Chess Move LLC","4+","AF, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HU, ID, IT, JA, KO, LT, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",23547904,"Games","Games, Board, Strategy"
"1907","Hangman Game. Free",3.5,161,0,"Endyanos Imedia","9+","EN, ES",37659648,"Games","Games, Strategy, Puzzle, Entertainment"
"1908","SmallFish Chess For iOS 6 - Free & Friends",4.5,17,0,"Ted Wong","4+","EN",32600064,"Games","Games, Board, Entertainment, Strategy"
"1909","Realm of Empires",4.5,2544,0,"BDA Entertainment Inc","9+","EN",50496512,"Games","Games, Entertainment, Role Playing, Strategy"
"1910","Worms3",4,4579,4.99,"Team17 Software Ltd","9+","EN, FR, DE, IT, PT, RU, ES, TR",365819904,"Games","Games, Strategy, Entertainment, Action"
"1911","Tower Defense - Three Kingdoms Heros",4.5,30,0,"flyfish Co., LTD","9+","EN, ZH",79325184,"Games","Games, Music, Action, Strategy"
"1912","Great Battles Medieval",4,181,9.99,"Slitherine","12+","EN",457375744,"Games","Games, Education, Role Playing, Strategy"
"1913","IgoClock",4.06090464224309,3306.53127893136,0,"Takashi Takeda","4+","EN, JA",5193728,"Utilities","Utilities, Strategy, Games, Board"
"1914","BlackJack Trainer 21",4.5,1682,0,"Hornet Ventures GmbH","12+","EN, DE",63789056,"Games","Games, Strategy, Puzzle, Education"
"1915","Chess & Game Clock Free",4.06090464224309,3306.53127893136,0,"Blue Fever Software","4+","EN",4816896,"Games","Games, Utilities, Strategy, Board"
"1916","Blackout Free",4.5,16,0,"Yashar Sahaleh","4+","AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",45469696,"Games","Games, Strategy, Casual"
"1917","Time & Territory: For Our Clan",4.5,134,0,"TIANGUA Co.,Ltd","9+","EN",69525504,"Games","Games, Social Networking, Role Playing, Strategy"
"1918","Adventures of Valentin",2,8,0,"PLAYTINUM SOFTWARE AND MULTIMEDIA PRIVATE LIMITED","9+","EN",24426547,"Games","Games, Strategy, Puzzle, Entertainment"
"1919","Warzone - turn based strategy",4.5,1054,0,"Randy Ficker","4+","EN",168771584,"Games","Games, Board, Strategy"
"1920","Building the China Wall HD",4.5,1204,0,"Nordcurrent","4+","NL, EN, FR, DE, IT, JA, RU, ES",73216000,"Games","Games, Entertainment, Strategy, Casual"
"1921","Cashsquare \u2014 Business trading game",3.5,53,0,"Cashsquare Inc.","4+","EN, DE, IT, RU, ZH, ZH",18829312,"Games","Games, Simulation, Strategy, Entertainment"
"1922","Plants vs. Zombies\u2122 2",4.5,469562,0,"PopCap","9+","EN, FR, DE, IT, PT, ES",120763392,"Games","Games, Strategy, Entertainment, Adventure"
"1923","Pirate Ring HD",4.5,15,0,"Secret Base Design","4+","EN",118505472,"Games","Games, Board, Entertainment, Strategy"
"1924","Sugar Me",5,9,0,"GAMEADU INC.","4+","EN",12345344,"Games","Games, Casual, Entertainment, Strategy"
"1925","Chaos of Three Kingdoms",4,59,0,"\u4eba\u4eba\u7cbe\u54c1\u6e38\u620f","12+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",220771328,"Games","Games, Role Playing, Strategy"
"1926","Kingdom Rush Frontiers",4.5,11186,1.99,"Ironhide S.A.","9+","EN, FR, DE, JA, KO, PT, RU, ZH, ES, ZH",230299648,"Games","Games, Entertainment, Strategy, Action"
"1927","Kingdom Rush Frontiers HD",5,13708,2.99,"Ironhide S.A.","9+","EN, FR, DE, JA, KO, PT, RU, ZH, ES, ZH",462958592,"Games","Games, Action, Entertainment, Strategy"
"1928","1941 Frozen Front",4.5,574,0,"HandyGames","17+","NL, EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, SV, ZH, TR",117141504,"Games","Games, Entertainment, Strategy, Simulation"
"1929","Ant Squash",3.5,6,0,"Brandon Stecklein","17+","EN",119156736,"Games","Games, Casual, Strategy"
"1930","Crime War - 19 Cash Points",4,11,0,"GameZen, Inc.","12+","EN, KO",33487675,"Games","Games, Role Playing, Strategy"
"1931","Colossus x Cannon",4.06090464224309,3306.53127893136,0,"Jungrila Soft","4+","EN",44596224,"Games","Games, Strategy, Family, Entertainment"
"1932","Puzzle Rush:  Food Fight Free",4.06090464224309,3306.53127893136,0,"Best Free and Fun Games, LLC","4+","EN",88453120,"Games","Games, Puzzle, Entertainment, Strategy"
"1933","Hooda Math Defense",4,9,0.99,"Hooda Math","4+","EN",23810048,"Education","Education, Games, Strategy"
"1934","TrafficVille 3D",4,446,0,"FAN STUDIO MOBILE APP DEVELOPMENT UK LTD","4+","EN",97230848,"Games","Games, Simulation, Entertainment, Strategy"
"1935","HexSaw - Puppies",4.06090464224309,3306.53127893136,1.99,"GabySoft","4+","EN",14082048,"Games","Games, Puzzle, Strategy, Entertainment"
"1936","Draw Wars FREE",4.5,465,0,"Evil Indie Games","9+","EN",133181440,"Games","Games, Action, Strategy, Entertainment"
"1937","Soldiers of Glory: World War II TD",4,138,0,"Yongcheng Qi","17+","EN, JA, KO, ZH, ZH",86545408,"Games","Games, Casual, Strategy, Entertainment"
"1938","Time Travel Heroes",4,103,0,"\u4eba\u4eba\u7cbe\u54c1\u6e38\u620f","12+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",84291584,"Games","Games, Role Playing, Strategy"
"1939","Simply Sudoku - the App",4.5,150,0,"the binary family","4+","EN, FR, DE, IT, ES",100792320,"Games","Games, Puzzle, Strategy"
"1940","Grand Solitaire",4.06090464224309,3306.53127893136,0,"appscraft","4+","ZH, EN, FR, DE, IT, PT, RU, ES, TR",40802304,"Games","Games, Card, Entertainment, Strategy"
"1941","Kong Jungle Crush Fruit Salad Candy Smasher HD",3.5,13,0,"DartFrog llc","4+","EN",17132032,"Games","Games, Music, Strategy"
"1942","Sevens HD - Fun Game",4.06090464224309,3306.53127893136,0.99,"JOhn Lyons","4+","EN",1262592,"Games","Games, Entertainment, Strategy, Board"
"1943","Minecraft: Papercraft Studio",4.5,1058,3.99,"57Digital Ltd","4+","EN",64977920,"Games","Games, Strategy, Entertainment, Role Playing"
"1944","MicroMonster",4.06090464224309,3306.53127893136,0,"Biting Bit","9+","EN",57524224,"Games","Games, Entertainment, Strategy, Role Playing"
"1945","Soccer Mazes 2 Multiplayer",4.06090464224309,3306.53127893136,0,"Huang JunZhong","4+","EN",41985024,"Games","Games, Strategy, Puzzle"
"1946","Viva Stampede - Match Three Puzzle Game",4.5,161,0,"Hartman Interface LLC","4+","EN",46080000,"Games","Games, Puzzle, Strategy, Entertainment"
"1947","Cuadra - Move Around Candy, Jewels and Bubbles of the Same Color",4,45,0,"Christy Love Margarico","4+","EN",15028993,"Games","Games, Strategy, Trivia, Entertainment"
"1948","Blackout Pro",4.06090464224309,3306.53127893136,0.99,"Yashar Sahaleh","4+","EN",44932096,"Games","Games, Casual, Strategy"
"1949","Soccer Mazes 2",4.06090464224309,3306.53127893136,0,"Huang JunZhong","4+","EN",37848064,"Games","Games, Puzzle, Strategy"
"1950","Little Commander - World War II TD",4.5,1731,0,"Yongcheng Qi","17+","EN, JA, KO, ZH, ZH",112148480,"Games","Games, Casual, Strategy, Entertainment"
